round,global_accuracy,global_loss
0,23.235294117647058,1.0935667753219604
1,75.68627450980392,0.7970921397209167
2,76.07843137254902,0.7087547183036804
3,85.19607843137254,0.48501908779144287
4,80.88235294117648,0.3511514663696289
5,84.90196078431373,0.31355246901512146
